HAPPINESS,AGE,INCOME,EDUCATION,MARITAL_STATUS,GENDER,EMPLOYMENT_STATUS,HEALTH,RELIGION,SOCIAL_CONTACT,POLITICAL_VIEWS
Pretty Happy,37.0,145593.0,19.0,Married,Male,Employed,Fair,Religious,16.0,Moderate
Very Happy,22.0,117602.0,,Single,Male,Employed,Excellent,,,Moderate
Very Happy,45.0,91310.0,18.0,Divorced,Female,Employed,Fair,Not Religious,10.0,Moderate
Very Happy,,51808.0,12.0,,Male,Employed,Good,,16.0,Moderate
Very Happy,27.0,28121.0,15.0,Divorced,,Student,Good,Not Religious,11.0,Conservative
Very Happy,29.0,69663.0,17.0,Single,,Employed,,Religious,4.0,Liberal
Very Happy,58.0,,19.0,Single,Male,Retired,Fair,Religious,6.0,Moderate
Pretty Happy,37.0,34056.0,15.0,Married,Female,Retired,Excellent,Religious,20.0,Moderate
Very Happy,62.0,102102.0,9.0,Married,,Employed,Excellent,Not Religious,17.0,Moderate
Pretty Happy,43.0,125854.0,14.0,Single,Female,Unemployed,,Religious,19.0,Conservative
Not Too Happy,57.0,108857.0,15.0,Single,,Employed,Fair,Religious,1.0,Liberal
Pretty Happy,62.0,75726.0,18.0,Married,Female,,Excellent,Religious,7.0,Moderate
Pretty Happy,41.0,146325.0,13.0,Single,Male,Employed,Good,,3.0,Liberal
Very Happy,39.0,82249.0,12.0,Divorced,Female,Student,Good,,15.0,Moderate
Very Happy,,138587.0,18.0,Divorced,Female,Student,Good,Religious,14.0,Liberal
,56.0,91023.0,16.0,Divorced,Female,,Excellent,Religious,1.0,Liberal
Very Happy,,107431.0,10.0,Married,Female,Employed,Good,Religious,8.0,Moderate
Very Happy,38.0,44420.0,19.0,Married,Male,Retired,Excellent,,8.0,Moderate
Very Happy,56.0,54649.0,17.0,Single,Male,Employed,Fair,Religious,,Liberal
Very Happy,67.0,95010.0,11.0,Married,Male,Retired,Fair,,13.0,Moderate
Very Happy,67.0,117376.0,16.0,Married,,Employed,Good,Religious,14.0,Moderate
Pretty Happy,66.0,72561.0,13.0,Married,Male,,Excellent,Not Religious,3.0,Liberal
Very Happy,50.0,29340.0,15.0,Married,Male,Retired,Excellent,Religious,17.0,
Pretty Happy,36.0,79434.0,14.0,Married,Male,Employed,Good,Religious,1.0,Moderate
Pretty Happy,34.0,74938.0,,Married,Male,Student,Fair,Religious,5.0,Moderate
Pretty Happy,69.0,85942.0,9.0,,Male,Student,Good,Not Religious,4.0,Liberal
Very Happy,56.0,85309.0,10.0,Married,Male,,Good,Not Religious,12.0,
Pretty Happy,28.0,48996.0,8.0,Single,Male,Employed,Good,Religious,11.0,Moderate
Pretty Happy,47.0,78414.0,16.0,,Male,Student,Good,Not Religious,10.0,Conservative
Very Happy,45.0,86560.0,14.0,Single,Male,Student,Excellent,Religious,4.0,Moderate
Not Too Happy,23.0,115197.0,,Married,Male,Employed,Excellent,Religious,0.0,Liberal
,22.0,69182.0,,Married,Female,Retired,Excellent,Religious,9.0,Moderate
Very Happy,77.0,,,,Female,Employed,,Religious,16.0,Conservative
Very Happy,37.0,100133.0,,,,Employed,Fair,Not Religious,0.0,Liberal
Not Too Happy,18.0,78495.0,12.0,Single,Male,Retired,Fair,Religious,2.0,Conservative
Pretty Happy,85.0,65371.0,10.0,Married,Female,Employed,Excellent,Religious,15.0,Conservative
Very Happy,52.0,62193.0,10.0,Divorced,Female,Student,Excellent,Religious,7.0,Liberal
Very Happy,25.0,27638.0,,Married,,Employed,Excellent,Religious,8.0,Conservative
Pretty Happy,31.0,35551.0,,Married,Female,Unemployed,Good,Religious,11.0,Liberal
Pretty Happy,84.0,92773.0,18.0,Single,Male,Employed,,Religious,12.0,Conservative
Pretty Happy,60.0,87905.0,17.0,Single,Male,Employed,Good,Religious,8.0,
Pretty Happy,60.0,26398.0,,Married,Male,,,Religious,10.0,Moderate
Pretty Happy,62.0,,9.0,Married,Female,Employed,Excellent,Religious,17.0,Moderate
Pretty Happy,37.0,116408.0,11.0,Single,Female,Employed,Excellent,Religious,6.0,Moderate
Very Happy,73.0,66007.0,11.0,Married,,,Excellent,Religious,14.0,Liberal
Very Happy,67.0,111970.0,12.0,Married,Male,Employed,Fair,,0.0,Moderate
Pretty Happy,37.0,29462.0,18.0,Married,Female,,Excellent,Religious,2.0,Liberal
Not Too Happy,54.0,107126.0,9.0,,Male,Employed,Good,Religious,18.0,Liberal
Pretty Happy,51.0,,11.0,Married,,Employed,Good,Religious,11.0,Liberal
,53.0,,8.0,Widowed,,,Fair,Religious,6.0,Moderate
Very Happy,53.0,130452.0,9.0,Single,Female,Employed,Fair,Religious,4.0,Liberal
Pretty Happy,56.0,131124.0,8.0,Widowed,Male,Employed,Fair,Religious,12.0,Liberal
Pretty Happy,20.0,110003.0,17.0,Divorced,,Employed,Excellent,Religious,14.0,Liberal
Very Happy,,119473.0,17.0,Married,Male,Employed,Good,Not Religious,14.0,Liberal
,59.0,52281.0,11.0,Married,Female,Retired,Fair,Religious,0.0,Moderate
Pretty Happy,33.0,120139.0,11.0,Married,Female,Retired,Excellent,,9.0,Conservative
Very Happy,62.0,112376.0,14.0,Married,Male,Employed,Good,Not Religious,2.0,Liberal
Pretty Happy,79.0,26129.0,,Single,Female,Employed,Fair,Religious,16.0,Conservative
Very Happy,,130520.0,18.0,,Female,Employed,Good,Not Religious,17.0,Moderate
Pretty Happy,73.0,91691.0,18.0,Married,Female,Employed,Excellent,Religious,18.0,Moderate
Very Happy,20.0,,16.0,Married,Female,Employed,Excellent,Not Religious,0.0,Moderate
Not Too Happy,62.0,,16.0,Divorced,Female,Employed,Good,Religious,7.0,Conservative
Pretty Happy,42.0,129159.0,12.0,Married,Male,Employed,Excellent,Religious,6.0,Liberal
Pretty Happy,47.0,131366.0,17.0,Married,Female,Employed,Good,Not Religious,19.0,Moderate
Pretty Happy,38.0,46496.0,8.0,Married,,Employed,Fair,Religious,12.0,Moderate
Pretty Happy,29.0,147408.0,8.0,,Male,,Excellent,Religious,10.0,Moderate
Very Happy,,108079.0,13.0,Single,Male,,Fair,Not Religious,0.0,Conservative
Pretty Happy,88.0,101756.0,,Married,Female,Employed,Good,Religious,5.0,Liberal
Pretty Happy,58.0,34244.0,15.0,Married,Female,Employed,Excellent,Religious,13.0,Moderate
Pretty Happy,78.0,99562.0,16.0,Married,Male,Employed,Fair,Religious,12.0,Moderate
Pretty Happy,24.0,108919.0,11.0,Married,Female,Employed,Fair,Religious,1.0,Liberal
Very Happy,18.0,127441.0,12.0,Divorced,Female,Employed,Good,Not Religious,8.0,Liberal
Very Happy,61.0,115243.0,18.0,Single,Male,Employed,Fair,Not Religious,1.0,Moderate
Pretty Happy,20.0,82472.0,15.0,,Male,Employed,Fair,Religious,18.0,
Pretty Happy,55.0,138524.0,10.0,Divorced,Female,Employed,Fair,Religious,9.0,Moderate
Pretty Happy,44.0,98274.0,12.0,Married,,Employed,Good,Religious,15.0,Conservative
Pretty Happy,,48313.0,10.0,Single,Female,Unemployed,Fair,Religious,11.0,Moderate
Not Too Happy,36.0,37832.0,19.0,Divorced,Male,Employed,Poor,Not Religious,15.0,Liberal
Pretty Happy,62.0,37077.0,17.0,Married,Male,Employed,Fair,Religious,13.0,Liberal
Very Happy,73.0,,10.0,Single,Female,Retired,,Religious,4.0,Liberal
Very Happy,55.0,51884.0,10.0,Married,Female,Employed,Good,Not Religious,1.0,Liberal
Very Happy,49.0,119639.0,19.0,,Female,Employed,Good,Not Religious,13.0,Liberal
,63.0,108415.0,14.0,,Female,Retired,Excellent,Religious,6.0,Moderate
Very Happy,73.0,51635.0,14.0,,Female,Retired,Poor,Religious,15.0,Moderate
,76.0,135566.0,,Single,Female,Employed,Excellent,Religious,0.0,Liberal
Very Happy,43.0,,17.0,Divorced,Male,Employed,Excellent,,5.0,Liberal
Very Happy,72.0,31336.0,15.0,Single,Female,Employed,Poor,Religious,14.0,Liberal
Not Too Happy,29.0,66410.0,12.0,Divorced,Male,Employed,Good,Religious,4.0,Moderate
Very Happy,26.0,19919.0,12.0,Divorced,,Employed,Excellent,Religious,0.0,Liberal
Pretty Happy,,120555.0,11.0,Married,Male,Employed,Good,,10.0,
Pretty Happy,32.0,37981.0,,Married,,Employed,Good,Religious,11.0,
Not Too Happy,31.0,136635.0,17.0,Married,Male,Student,,Not Religious,9.0,Conservative
Very Happy,28.0,31860.0,11.0,Single,Female,Student,Poor,Not Religious,16.0,Liberal
Pretty Happy,,82889.0,9.0,Divorced,Female,Employed,Good,Not Religious,11.0,Moderate
,37.0,62427.0,11.0,Married,,Unemployed,Good,Religious,12.0,Liberal
Not Too Happy,44.0,52199.0,15.0,,Female,,Good,Not Religious,13.0,Moderate
Not Too Happy,37.0,61352.0,16.0,Single,Male,Retired,Good,Not Religious,0.0,Moderate
Very Happy,22.0,,10.0,Single,Female,Employed,,Religious,,Liberal
Very Happy,77.0,61034.0,,Married,Female,,Excellent,,3.0,Moderate
Pretty Happy,48.0,22094.0,19.0,,,Employed,Good,Religious,20.0,Liberal
,33.0,137960.0,16.0,Married,,Employed,Fair,Not Religious,13.0,Liberal
Pretty Happy,38.0,114001.0,18.0,Married,Male,Employed,Excellent,Religious,,Liberal
Pretty Happy,53.0,47420.0,11.0,Married,Male,Retired,Good,Not Religious,13.0,Moderate
Very Happy,52.0,26638.0,17.0,Single,Female,Unemployed,,Religious,2.0,Liberal
Pretty Happy,31.0,106947.0,10.0,Married,Male,Employed,Excellent,Not Religious,1.0,
Very Happy,54.0,49555.0,12.0,Divorced,Female,Employed,Excellent,Religious,17.0,
Pretty Happy,29.0,127066.0,8.0,,Female,Employed,Good,Not Religious,6.0,Liberal
Pretty Happy,51.0,24827.0,10.0,Single,Male,,,Religious,16.0,Moderate
Pretty Happy,42.0,60530.0,15.0,Married,Female,Student,Excellent,Not Religious,19.0,Liberal
Very Happy,79.0,131746.0,18.0,Single,Male,,Good,Religious,,Liberal
Very Happy,18.0,106088.0,15.0,,Male,Retired,Good,Religious,7.0,Moderate
Pretty Happy,79.0,49181.0,,Married,Male,Employed,Good,Religious,14.0,Moderate
Very Happy,87.0,43066.0,9.0,Married,Male,Employed,Excellent,Religious,9.0,Conservative
Pretty Happy,67.0,130037.0,,Single,Male,Employed,Good,Religious,0.0,Moderate
Very Happy,83.0,95504.0,15.0,Married,Male,Student,Fair,Religious,6.0,Liberal
Pretty Happy,39.0,61917.0,,Married,Female,Employed,Poor,Not Religious,12.0,Moderate
,39.0,88685.0,11.0,Married,Female,Employed,Fair,Religious,18.0,Moderate
Very Happy,70.0,114638.0,,Married,,Retired,Good,,11.0,Liberal
Pretty Happy,19.0,116256.0,9.0,Single,Female,Employed,Good,Religious,19.0,Conservative
Very Happy,48.0,93694.0,16.0,Married,Female,Employed,,Religious,7.0,Liberal
Very Happy,37.0,24915.0,8.0,Divorced,Male,Unemployed,Excellent,,15.0,Conservative
Not Too Happy,60.0,103480.0,14.0,Single,Female,Employed,Excellent,Religious,,Conservative
Pretty Happy,33.0,76666.0,12.0,Single,Female,Employed,Good,Not Religious,2.0,Moderate
Not Too Happy,,83340.0,15.0,Single,Male,,,Religious,0.0,Conservative
Very Happy,26.0,115258.0,11.0,Divorced,Female,Unemployed,,,5.0,Moderate
Pretty Happy,63.0,91005.0,14.0,Married,,Student,,Not Religious,15.0,Liberal
Pretty Happy,63.0,26600.0,12.0,,Female,Employed,Excellent,Religious,10.0,Moderate
Pretty Happy,55.0,106119.0,12.0,Single,Female,Employed,Excellent,Religious,16.0,
Pretty Happy,59.0,74371.0,16.0,Single,Male,Retired,Excellent,Religious,15.0,Liberal
Pretty Happy,48.0,62591.0,16.0,Single,Male,Employed,Good,Not Religious,19.0,
Pretty Happy,49.0,38100.0,16.0,Married,Male,Employed,Good,,5.0,Liberal
Not Too Happy,46.0,139899.0,19.0,Married,Female,,Good,Religious,,Liberal
Not Too Happy,18.0,78133.0,13.0,Single,Male,Employed,Good,Religious,12.0,
Not Too Happy,81.0,,13.0,Married,,Employed,Fair,Religious,10.0,Conservative
Very Happy,28.0,,,Single,Male,Employed,Fair,,8.0,Liberal
Pretty Happy,71.0,114373.0,16.0,Married,Male,Employed,Poor,Religious,11.0,Liberal
Not Too Happy,29.0,124211.0,17.0,Married,Male,Employed,Fair,Religious,16.0,Liberal
,33.0,132620.0,15.0,Married,Female,Employed,Good,Not Religious,15.0,Moderate
Very Happy,42.0,122628.0,14.0,,Male,Retired,Excellent,Religious,15.0,Liberal
Pretty Happy,48.0,115786.0,14.0,Single,Male,Student,Excellent,Religious,18.0,Moderate
Pretty Happy,84.0,37225.0,13.0,Married,Female,Employed,Excellent,Religious,18.0,Liberal
Not Too Happy,18.0,22932.0,12.0,Widowed,Male,Employed,Good,Religious,1.0,
Very Happy,51.0,136150.0,11.0,Single,Male,Employed,Fair,Religious,4.0,
Pretty Happy,,37881.0,10.0,Married,Female,,Good,Religious,7.0,Liberal
Very Happy,30.0,,10.0,Single,Female,Unemployed,,,0.0,Moderate
Very Happy,42.0,51159.0,13.0,Divorced,Male,Retired,Good,Religious,1.0,Liberal
Very Happy,85.0,25836.0,11.0,Single,Female,Retired,Poor,Religious,12.0,Moderate
Not Too Happy,43.0,85572.0,19.0,Married,,Employed,Good,Religious,10.0,
Pretty Happy,,112522.0,19.0,Divorced,Female,Employed,Fair,Religious,8.0,Liberal
Pretty Happy,48.0,,13.0,Single,Female,Employed,,Not Religious,1.0,Liberal
Pretty Happy,,71467.0,10.0,,Female,Employed,Poor,Religious,9.0,Liberal
Not Too Happy,32.0,26299.0,11.0,Married,Female,Unemployed,Fair,Not Religious,1.0,Moderate
Pretty Happy,82.0,133109.0,,Single,Female,Student,,Religious,8.0,Moderate
Not Too Happy,66.0,90292.0,12.0,Married,Male,Employed,Excellent,Not Religious,17.0,Moderate
Pretty Happy,72.0,,14.0,Divorced,Female,Retired,Excellent,Not Religious,1.0,Moderate
Pretty Happy,23.0,53158.0,,Married,Female,Employed,Good,Religious,4.0,Liberal
,54.0,78666.0,9.0,Divorced,Male,Employed,,,11.0,Liberal
Pretty Happy,20.0,56115.0,12.0,Single,Male,Employed,Poor,Religious,,
,,65172.0,,,Female,Employed,Excellent,Religious,17.0,Liberal
Pretty Happy,29.0,135157.0,,Married,Female,Employed,Fair,Religious,9.0,Liberal
,20.0,68873.0,10.0,Single,Male,,Good,Not Religious,2.0,Moderate
Not Too Happy,40.0,89155.0,16.0,Single,Female,,Good,Religious,,Moderate
Pretty Happy,44.0,43053.0,18.0,Single,Male,Employed,Poor,Religious,8.0,Conservative
,60.0,89043.0,13.0,,Male,Employed,Good,Religious,9.0,Liberal
Not Too Happy,78.0,42801.0,11.0,Married,Female,Retired,,Religious,4.0,Moderate
Pretty Happy,33.0,99892.0,14.0,Married,Male,Retired,Excellent,Not Religious,0.0,
Very Happy,,120794.0,,Single,Male,Retired,Good,Not Religious,11.0,Moderate
Not Too Happy,30.0,101784.0,13.0,Married,,,Excellent,,3.0,Liberal
Pretty Happy,52.0,41297.0,12.0,Married,Male,Student,,Religious,10.0,Liberal
Pretty Happy,41.0,103570.0,13.0,Single,Male,Employed,Good,,14.0,Liberal
Very Happy,38.0,79278.0,12.0,Divorced,Female,Unemployed,Fair,Not Religious,,Liberal
Pretty Happy,72.0,73583.0,15.0,Married,Female,,Fair,Religious,8.0,Moderate
Pretty Happy,79.0,72484.0,8.0,Married,Female,Unemployed,,Religious,2.0,Liberal
Pretty Happy,21.0,82310.0,18.0,Single,Female,Employed,Good,Not Religious,2.0,Liberal
Not Too Happy,,64952.0,14.0,Single,Male,Employed,Fair,,12.0,Moderate
Pretty Happy,55.0,80149.0,17.0,Married,Female,Employed,Good,Not Religious,1.0,Moderate
Very Happy,22.0,28813.0,17.0,,Female,Employed,Good,Religious,13.0,Moderate
,77.0,64685.0,18.0,,Female,Unemployed,Good,Not Religious,,Moderate
,38.0,132035.0,9.0,Married,Female,Retired,Fair,Religious,7.0,
Pretty Happy,51.0,,,,Female,Student,Good,Religious,18.0,Liberal
Very Happy,21.0,79744.0,8.0,Single,Male,Employed,Good,Religious,7.0,Liberal
Pretty Happy,50.0,74677.0,18.0,Single,Male,Retired,Good,Not Religious,5.0,Moderate
Pretty Happy,26.0,127726.0,17.0,Married,,Unemployed,Good,Religious,1.0,Conservative
Not Too Happy,18.0,129812.0,13.0,Single,Female,Employed,,Religious,,Liberal
Pretty Happy,23.0,92629.0,16.0,Single,Female,Employed,Good,Religious,5.0,Moderate
Not Too Happy,69.0,,,Married,Male,Unemployed,Fair,Religious,14.0,Liberal
Very Happy,50.0,41728.0,11.0,Single,Female,Student,Poor,,1.0,Moderate
Not Too Happy,73.0,146253.0,11.0,Divorced,Female,,Good,Not Religious,15.0,Liberal
Very Happy,24.0,83266.0,16.0,Married,Female,Employed,Good,Religious,2.0,Liberal
Pretty Happy,34.0,75636.0,18.0,,Female,Employed,Excellent,Religious,11.0,Conservative
Pretty Happy,41.0,119257.0,12.0,Married,Female,Employed,Fair,,0.0,Moderate
Very Happy,82.0,22635.0,12.0,Divorced,Female,Retired,Fair,Religious,10.0,Moderate
Very Happy,23.0,101410.0,13.0,Widowed,,Retired,Excellent,Religious,11.0,
Pretty Happy,31.0,56641.0,8.0,Married,Female,Employed,Excellent,Religious,12.0,Liberal
Pretty Happy,25.0,134555.0,8.0,Single,Female,Retired,Fair,Religious,17.0,Liberal
Pretty Happy,18.0,97688.0,,Single,Female,Employed,Good,Religious,17.0,Conservative
Pretty Happy,58.0,142101.0,,Single,Female,Student,,Not Religious,19.0,Conservative
Pretty Happy,31.0,99751.0,11.0,Married,Female,Employed,Excellent,,8.0,Moderate
Very Happy,69.0,72053.0,8.0,Married,Female,Employed,Excellent,Religious,11.0,Liberal
Pretty Happy,68.0,56712.0,16.0,Married,Male,Employed,Good,,8.0,Conservative
,52.0,140437.0,15.0,,Male,Employed,Fair,Not Religious,9.0,Moderate
Not Too Happy,54.0,86876.0,9.0,Married,Female,Employed,Good,Religious,7.0,Moderate
Pretty Happy,62.0,23785.0,15.0,Divorced,Female,,,,18.0,Liberal
Pretty Happy,75.0,42190.0,14.0,Married,Female,Employed,Excellent,Not Religious,5.0,Moderate
Pretty Happy,77.0,88329.0,18.0,,Female,Retired,Good,Religious,7.0,Moderate
Not Too Happy,83.0,42831.0,13.0,Single,,Employed,Excellent,Religious,,Conservative
Very Happy,22.0,67688.0,8.0,Single,Female,Employed,Good,Religious,13.0,Moderate
Pretty Happy,43.0,90236.0,14.0,Married,,Employed,Fair,Religious,0.0,Liberal
,27.0,57486.0,,Married,Female,Retired,Excellent,Religious,11.0,Moderate
Pretty Happy,24.0,102406.0,14.0,Widowed,,Employed,Excellent,Not Religious,6.0,Conservative
Very Happy,68.0,24396.0,16.0,Married,Male,,Excellent,Religious,12.0,Liberal
Not Too Happy,22.0,,8.0,Married,Male,Retired,Good,Religious,13.0,Liberal
Not Too Happy,75.0,,,Divorced,Male,Employed,Fair,Religious,0.0,
Pretty Happy,41.0,37028.0,18.0,Married,Female,Employed,,Religious,11.0,Moderate
Pretty Happy,39.0,149864.0,16.0,Married,Male,Employed,,Not Religious,12.0,Liberal
Not Too Happy,29.0,117962.0,16.0,,Male,Employed,Excellent,Religious,,Moderate
Pretty Happy,71.0,54753.0,13.0,Married,Male,Retired,Fair,Not Religious,16.0,Liberal
Very Happy,57.0,29706.0,13.0,Married,Male,Student,Good,Religious,10.0,
Pretty Happy,22.0,118785.0,11.0,,Female,Employed,Good,Religious,,Liberal
Pretty Happy,80.0,99066.0,11.0,Married,Female,Employed,,Not Religious,1.0,Liberal
Pretty Happy,31.0,116165.0,12.0,Married,,Retired,Good,Religious,2.0,Moderate
,68.0,122445.0,10.0,Single,,Unemployed,Fair,Religious,2.0,
Not Too Happy,58.0,35750.0,8.0,Married,Male,Employed,Fair,Not Religious,2.0,Liberal
,53.0,,8.0,Married,Male,,Good,Religious,14.0,Liberal
,54.0,45058.0,19.0,Divorced,Female,,Excellent,Not Religious,18.0,Liberal
Very Happy,79.0,39701.0,14.0,Single,Male,Retired,Excellent,Not Religious,0.0,Moderate
Not Too Happy,24.0,35225.0,8.0,Married,Female,Employed,Fair,Religious,10.0,Moderate
Not Too Happy,79.0,80944.0,,Divorced,Male,Employed,Good,Religious,5.0,Moderate
Very Happy,33.0,92025.0,10.0,,Female,Student,,Religious,17.0,
Not Too Happy,70.0,123706.0,17.0,Married,Male,Unemployed,,Religious,13.0,Moderate
Not Too Happy,74.0,57299.0,11.0,Single,Male,Retired,Fair,Not Religious,,Liberal
Pretty Happy,,105426.0,11.0,,Female,Employed,Good,Not Religious,,
Pretty Happy,50.0,135446.0,9.0,Married,Male,Employed,Fair,Religious,4.0,Conservative
Pretty Happy,69.0,72400.0,8.0,Married,Male,,Fair,Religious,4.0,Liberal
Very Happy,65.0,54228.0,10.0,,Female,Employed,Good,Religious,13.0,
Pretty Happy,41.0,30190.0,18.0,Married,Female,Employed,Excellent,Religious,4.0,Liberal
Not Too Happy,56.0,145271.0,11.0,,Female,Employed,Fair,Not Religious,13.0,Liberal
Very Happy,60.0,147621.0,10.0,Married,Male,Employed,,Religious,20.0,
Pretty Happy,42.0,93817.0,15.0,Divorced,Male,Employed,Poor,Not Religious,9.0,Moderate
Pretty Happy,63.0,98412.0,17.0,Single,Male,Retired,Excellent,Religious,1.0,Moderate
Pretty Happy,26.0,90893.0,8.0,Divorced,Male,Student,Excellent,,4.0,Moderate
Not Too Happy,77.0,95984.0,9.0,Single,Female,Student,,Religious,11.0,Moderate
Pretty Happy,29.0,83491.0,14.0,Single,Female,Employed,Good,Religious,12.0,Moderate
Pretty Happy,30.0,125539.0,11.0,Married,,Employed,Good,Religious,9.0,Liberal
Pretty Happy,60.0,125202.0,15.0,Married,Female,Employed,Fair,Not Religious,17.0,Liberal
Pretty Happy,20.0,67108.0,,Married,Male,Retired,Good,Religious,13.0,Moderate
Very Happy,18.0,36587.0,10.0,Divorced,Female,Employed,Good,Religious,,Liberal
Pretty Happy,79.0,40026.0,13.0,Divorced,Male,Unemployed,Excellent,Religious,9.0,Liberal
Very Happy,,146085.0,,Married,Male,Retired,Fair,Religious,3.0,Conservative
Very Happy,44.0,79971.0,8.0,Married,Female,Employed,Fair,Religious,15.0,Moderate
Pretty Happy,22.0,82625.0,8.0,Married,Female,Employed,Excellent,Not Religious,4.0,Liberal
Pretty Happy,70.0,96378.0,15.0,Single,Female,Student,,Religious,,Moderate
Not Too Happy,74.0,119976.0,10.0,Married,Male,Student,Fair,Religious,13.0,Moderate
Pretty Happy,37.0,51008.0,12.0,Single,Male,Employed,Good,Religious,5.0,Liberal
Pretty Happy,44.0,52537.0,,Widowed,Female,Employed,Good,Religious,12.0,Liberal
Pretty Happy,54.0,26866.0,12.0,Married,Male,,Good,Religious,11.0,Conservative
Very Happy,29.0,114171.0,18.0,,Female,Employed,Excellent,Religious,9.0,Liberal
Pretty Happy,72.0,92557.0,13.0,Married,Male,Employed,Fair,,17.0,Liberal
Very Happy,62.0,,15.0,Married,,Employed,Fair,Religious,19.0,Moderate
,34.0,99236.0,,,,,,Not Religious,13.0,Moderate
Very Happy,80.0,138517.0,10.0,Married,,Employed,Good,Religious,17.0,Liberal
Pretty Happy,57.0,48270.0,19.0,Divorced,Female,Employed,Excellent,Not Religious,12.0,Liberal
Very Happy,52.0,115095.0,18.0,Married,Female,Employed,Excellent,Religious,8.0,
Not Too Happy,64.0,136938.0,,Married,Male,Employed,Good,Religious,7.0,Conservative
Pretty Happy,85.0,22641.0,17.0,Divorced,Female,Student,Excellent,Religious,3.0,Liberal
Pretty Happy,24.0,,16.0,Single,Female,,Good,Religious,1.0,Moderate
Very Happy,63.0,68108.0,11.0,Married,Male,Retired,Good,Not Religious,3.0,Conservative
Pretty Happy,18.0,110166.0,11.0,Single,Male,Unemployed,Fair,Not Religious,16.0,Liberal
Very Happy,64.0,87630.0,19.0,,Male,,Good,Religious,17.0,
Not Too Happy,41.0,51183.0,14.0,,Female,Employed,Good,Religious,6.0,Conservative
Very Happy,39.0,,9.0,Single,Female,Student,Good,Religious,20.0,Conservative
